id,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127
vec-769,-0.663087,0.744184,0.234197,0.830896,0.74911,-0.174221,-0.635215,0.933205,0.11121,0.748229,0.173047,0.654785,0.875961,0.787209,0.701861,0.790231,0.956719,-0.862416,-0.00991,-0.394495,0.629419,-0.506728,-0.486554,-0.680249,-0.101331,-0.85679,-0.784106,0.536142,-0.810181,0.639532,0.816732,0.698053,-0.776199,-0.971119,0.581834,-0.165583,-0.841354,-0.544789,-0.767731,-0.303534,0.528545,-0.167147,-0.08257,-0.05676,-0.854193,0.87281,-0.550081,0.321647,0.822865,-0.481529,0.121215,-0.981776,0.144417,0.772226,0.663234,0.938845,-0.53267,-0.20279,-0.7159,-0.258155,-0.26696,-0.693595,0.890502,0.155742,0.703904,-0.333838,-0.323676,-0.52654,0.303073,-0.028092,0.023846,-0.15881,-0.817041,0.141736,0.545296,-0.230346,-0.155186,-0.771601,0.822763,-0.745873,-0.297777,-0.257391,0.365043,-0.883564,0.130036,-0.924664,-0.696697,0.260056,0.216337,0.669465,0.701985,-0.7195,-0.470137,0.526924,0.58508,-0.464179,-0.256958,0.77788,-0.786173,0.212651,-0.469273,-0.584279,-0.467949,-0.090254,-0.539739,-0.514332,-0.434135,0.976995,0.759186,-0.748965,-0.626983,0.758553,0.872818,-0.138182,0.02322,-0.412029,0.369517,-0.994514,0.298849,-0.780004,0.850418,-0.583531,-0.589863,0.833911,-0.242661,0.105612,0.304066,-0.263746
vec-770,-0.327434,0.831072,-0.043088,0.096002,0.774652,-0.638915,0.825802,0.983434,0.032314,-0.334771,0.525175,-0.581541,-0.954731,0.13999,-0.580371,-0.6215,0.933789,0.794686,0.632435,0.751771,-0.323704,0.194089,-0.264959,-0.298367,-0.845756,-0.937888,-0.862796,-0.073077,0.413298,0.992476,0.5236,0.219588,-0.581951,0.047298,-0.614839,0.406451,-0.094264,0.781777,-0.299457,0.469786,-0.304791,-0.486342,-0.77462,-0.313726,-0.395441,-0.120532,-0.850191,0.524518,0.053607,0.098262,-0.815061,0.157313,0.420133,-0.97536,0.330343,-0.598619,-0.00281,0.805955,0.835976,0.654224,0.747532,0.854483,0.084233,-0.631001,0.38329,0.288702,-0.087219,-0.030109,0.24032,0.637143,0.951107,-0.556169,-0.114407,-0.138693,-0.779334,-0.000299,0.391581,-0.768533,0.411559,-0.115842,-0.247389,0.379976,0.953555,0.973608,0.582179,-0.787259,0.611816,0.037669,-0.760234,0.579956,-0.908921,-0.116878,0.6853,0.026958,-0.53262,-0.327014,-0.020239,-0.398177,0.181561,-0.249249,0.775904,0.128224,-0.684163,-0.01056,0.197563,-0.403054,-0.149879,0.92085,-0.395286,0.382911,-0.34668,0.087421,-0.298484,-0.624832,-0.233248,-0.157894,0.875273,-0.844674,-0.017041,-0.212832,0.222648,0.776832,-0.806505,-0.042595,-0.603277,-0.370262,-0.314645,0.591052
vec-771,-0.535165,0.140555,0.992881,-0.038226,0.956144,0.348165,-0.468573,-0.900408,-0.611444,-0.512648,0.769602,-0.919348,-0.230309,0.398796,0.877445,-0.001524,-0.863604,0.746928,-0.356925,-0.623031,0.797316,-0.836916,-0.97877,0.401624,0.714223,-0.063748,-0.765732,-0.935141,0.53277,-0.527719,0.721877,0.027821,-0.390851,-0.95472,-0.049049,-0.19763,-0.988767,0.093149,-0.769385,0.391926,-0.711557,-0.183174,-0.974972,0.677774,0.107321,0.403647,-0.322783,0.406923,0.179101,0.481337,-0.265822,0.033839,-0.125276,-0.099367,-0.223195,0.766653,0.957415,0.142116,-0.332911,-0.570215,0.499825,0.120897,0.593168,0.069507,-0.72494,0.600764,0.266284,-0.731721,-0.083852,-0.158003,0.400467,0.633062,0.762327,0.376544,0.074538,0.506374,-0.656234,0.422699,0.462526,0.664813,-0.230335,0.48487,-0.958411,0.45117,-0.316436,0.295302,0.410258,0.772757,-0.300898,-0.083794,0.35469,0.220924,-0.077683,0.94265,-0.426766,-0.160568,0.347488,0.98267,0.683566,0.128877,0.502448,-0.502531,0.78362,0.305102,-0.305666,-0.597259,0.503106,0.102059,-0.111602,0.96625,0.248262,-0.253753,-0.538821,-0.15034,0.409106,-0.094755,0.470656,-0.106168,-0.437195,-0.99185,-0.539329,-0.555476,-0.324938,0.386994,-0.015515,-0.082094,0.979946,0.80738
vec-772,0.949271,-0.806011,0.727089,0.628422,-0.638786,0.766853,-0.8751,0.257777,0.685774,0.530304,-0.291079,0.174274,0.330281,0.502368,0.282845,-0.557795,-0.265963,-0.706731,-0.55728,0.685914,0.42515,0.259993,0.23877,0.934583,0.512374,-0.811632,-0.708943,0.615792,-0.496106,0.910373,-0.781283,0.204607,-0.263396,0.37186,0.571653,0.43392,-0.303793,0.753778,-0.712844,-0.6792,0.209282,-0.866334,0.476052,-0.772833,0.714734,0.552782,0.371195,0.588796,0.841811,0.614211,0.632989,-0.705155,-0.012119,0.643924,0.490102,-0.130761,0.997954,0.071261,-0.750157,-0.188081,0.05465,-0.486471,0.692221,-0.284624,0.9023,-0.110052,0.163555,0.176775,0.50073,0.984221,-0.528414,0.106044,0.69756,-0.289743,0.103238,-0.314232,-0.988297,0.446935,0.836277,-0.304094,0.078985,-0.367894,0.086777,-0.961485,-0.748449,0.344494,-0.420953,0.943482,0.984231,0.71556,0.812223,0.035756,0.65658,0.995905,-0.155012,0.149275,-0.531906,0.753664,0.03185,-0.213151,-0.732207,-0.570438,0.977892,0.881026,-0.84968,0.667364,-0.989857,0.968262,-0.755958,0.153629,-0.564536,0.909407,0.777503,0.20669,-0.612671,-0.073607,-0.88037,-0.284826,-0.061092,0.870088,0.625359,0.304959,0.060329,0.170607,-0.48461,-0.862189,-0.011664,0.852474
vec-773,0.877525,0.968273,-0.157772,0.230496,0.898527,0.835519,0.343527,0.931042,-0.757229,-0.673538,-0.823182,-0.363367,-0.676779,0.764441,0.793866,-0.047061,-0.799649,0.624458,0.12001,0.924124,-0.079128,-0.456637,0.538993,-0.035604,-0.682068,0.264675,0.280215,0.959286,0.681593,0.808702,0.704217,0.843108,-0.337306,-0.557263,-0.980369,0.540498,0.405254,0.906174,-0.842997,0.635176,0.204652,0.267724,-0.584392,-0.902814,0.31553,-0.604878,-0.533813,-0.285102,-0.435376,-0.17483,-0.583629,0.874448,0.809485,0.669316,-0.681039,-0.90542,-0.314294,0.497422,0.140828,-0.253039,-0.464732,-0.330943,-0.975175,-0.092454,0.149252,0.745645,0.083818,0.160917,-0.904068,0.168148,0.221946,-0.280158,0.179878,0.529523,-0.868607,-0.847926,-0.659959,0.000953,0.645235,0.164136,0.651612,0.589578,-0.919976,-0.660846,-0.4175,-0.907076,-0.552247,-0.319639,-0.009144,0.885396,-0.826768,-0.315552,-0.832333,0.441006,0.815242,0.314973,-0.76234,-0.842203,0.088366,0.006657,0.908547,-0.599466,0.014677,-0.751521,0.469801,0.952701,0.822663,-0.02836,0.952478,-0.841509,0.000383,0.825725,0.079705,-0.495342,-0.710204,-0.783492,-0.233535,-0.572043,0.478685,-0.962504,0.095657,0.901929,-0.310644,0.358291,0.257473,-0.634838,-0.647158,0.465691
vec-774,0.73919,0.806194,0.842501,0.708353,-0.827415,0.614595,0.214045,-0.584207,-0.322684,-0.409499,0.440739,-0.631413,-0.113307,-0.198919,0.096391,-0.513758,0.052134,0.450308,0.132352,0.689749,0.835995,-0.291232,0.168554,0.005998,-0.776326,0.524054,-0.088557,-0.867777,-0.443567,-0.103884,0.717801,0.895744,0.85886,-0.058884,-0.62066,-0.646218,0.42265,-0.79149,0.474084,0.698812,-0.030054,-0.50368,0.233101,0.36916,0.013743,0.415912,0.391612,-0.55249,0.964524,-0.423688,-0.238436,-0.187598,-0.771354,-0.041254,0.962194,0.131612,0.651646,-0.152592,-0.693329,-0.461135,-0.16912,0.147588,0.369749,0.190958,-0.337675,0.420937,-0.474981,-0.947417,0.475895,0.970308,-0.006308,0.473352,0.803667,0.099699,0.101003,0.686292,0.793325,0.807038,-0.168134,0.411559,-0.986727,-0.583475,-0.838743,-0.146631,-0.009706,0.539792,0.943331,-0.789979,-0.165473,-0.499148,-0.283937,-0.458315,-0.144312,-0.626222,0.918998,0.315083,-0.865484,0.880793,0.191381,0.362891,0.560011,-0.473313,0.465103,-0.435364,-0.887547,0.047422,-0.798485,-0.377487,0.028224,-0.584339,0.903029,0.938144,-0.14854,-0.690373,0.032409,-0.759227,-0.720264,0.286943,0.253453,0.041966,-0.881847,-0.563745,0.365522,-0.4331,-0.171139,-0.561783,0.960914,-0.386184
vec-775,-0.305217,-0.471099,-0.595478,-0.002571,0.866388,-0.985245,-0.478083,0.561311,-0.826439,-0.957097,-0.269263,0.946716,0.193642,0.715144,0.492797,0.858116,0.550411,0.03946,0.887058,0.524632,-0.762332,0.165497,0.16256,-0.357781,-0.175096,0.50725,0.854307,-0.885806,-0.43683,-0.270593,-0.310877,0.837553,0.122748,0.329026,0.542984,-0.111009,0.696984,-0.072499,0.17527,0.081615,0.90398,0.518995,-0.409084,-0.152641,-0.798577,-0.644436,0.993717,-0.190373,0.993148,0.917416,-0.135558,-0.1759,-0.883184,0.704215,0.202005,-0.615047,0.39306,-0.529179,-0.968658,-0.901314,0.048425,-0.87016,-0.984144,-0.561844,0.637667,0.062058,0.907924,0.19772,-0.815469,0.147986,0.259556,0.641827,0.748776,-0.292396,-0.124735,-0.972825,0.62839,-0.235239,0.56421,0.449714,-0.964668,0.211734,0.994598,0.618581,-0.841094,0.151792,-0.319507,-0.470887,0.898502,0.656437,0.171686,0.845696,-0.52844,-0.374662,0.763874,-0.639468,0.373275,0.584862,-0.640322,-0.236623,-0.471969,0.312682,-0.778677,0.826303,0.106294,0.136316,0.477183,-0.472519,-0.194943,0.149147,0.578575,-0.953039,-0.429966,0.078374,0.292621,-0.550566,-0.230996,-0.906969,0.513533,-0.620841,-0.932265,-0.613186,-0.73908,0.930684,-0.582803,-0.950259,-0.59225,-0.960328
vec-776,-0.982843,0.520254,0.514237,0.085785,-0.980389,-0.877285,-0.418946,-0.900911,0.08313,0.191781,-0.315155,-0.148946,-0.332915,0.050984,0.763344,-0.46951,-0.400306,-0.326307,0.965513,-0.595615,0.241492,-0.261305,0.226199,0.696277,0.07256,0.001555,0.011587,-0.507035,0.431503,-0.491954,0.448226,0.124909,-0.254836,0.735857,-0.950063,-0.947458,-0.746258,0.842649,-0.449984,0.141656,0.9782,-0.852383,0.158769,-0.979044,0.935305,-0.38357,-0.853626,0.506665,-0.405311,0.310174,-0.891154,-0.048074,-0.940353,-0.653276,-0.699869,-0.117767,-0.740891,0.177956,0.48354,-0.521188,-0.962841,-0.979089,0.479879,0.914249,0.315682,-0.068301,-0.647006,0.400039,0.203821,0.534733,-0.355738,0.047911,-0.099817,-0.540124,0.53882,0.544369,-0.551262,0.27329,0.433658,-0.870783,-0.073063,-0.360586,0.841623,0.474146,0.994491,0.360726,-0.524205,0.223495,0.010094,-0.426689,-0.800468,0.562074,-0.367173,-0.174795,0.658684,-0.252461,0.853925,-0.850945,-0.840979,0.218454,-0.865821,-0.706669,0.541542,-0.485164,0.721086,-0.118685,0.910295,-0.519568,0.840655,-0.447869,0.070853,-0.046226,0.557174,0.951164,0.096472,-0.77292,-0.519305,0.722275,0.677447,-0.440707,0.97938,-0.817923,-0.560203,-0.362493,-0.351111,-0.157026,0.953149,0.955794
vec-777,0.685294,0.442856,0.105078,-0.709386,-0.329158,-0.771761,-0.015299,-0.898759,0.726798,-0.285145,0.918397,-0.111557,0.926358,-0.390515,-0.362124,0.057434,0.8669,-0.820088,-0.75053,0.934776,-0.015335,-0.60515,0.284702,0.776523,0.017358,0.57925,-0.370752,0.051782,0.140224,-0.062163,0.17848,0.691308,-0.121304,0.201905,0.939896,0.570875,-0.98269,-0.262794,0.716511,0.571065,0.722153,0.20061,-0.129443,-0.692125,0.614216,0.502029,-0.662685,0.431401,-0.60452,0.203784,-0.721561,-0.815379,-0.800773,-0.245829,-0.382592,0.973651,0.820985,0.999183,-0.750954,-0.201082,0.12972,0.884882,0.331941,-0.010213,0.32499,-0.972618,0.958215,-0.257157,-0.929548,-0.398058,-0.929929,-0.829708,-0.407225,0.048656,-0.808166,-0.101147,0.457594,-0.097137,0.549312,0.765361,-0.744092,-0.45348,-0.755474,-0.9611,-0.828805,-0.693983,0.372854,0.260847,-0.458026,-0.696425,0.854779,0.706055,-0.528523,0.880745,0.873053,0.031977,-0.044533,-0.548065,-0.784638,-0.228884,-0.951325,-0.095257,0.389616,-0.411517,-0.16466,-0.541372,-0.74245,-0.694574,-0.31018,-0.333436,0.616947,-0.75441,0.149062,-0.658457,-0.570825,-0.120058,-0.655578,-0.114609,-0.723131,-0.223729,-0.266642,0.793234,0.651384,0.826911,0.247991,-0.407339,0.643467,-0.580185
vec-778,-0.181856,-0.150715,0.411962,-0.681808,-0.811568,0.635933,0.733925,-0.046999,0.31113,0.393397,0.860479,-0.352066,0.319399,0.856651,-0.777096,0.107689,0.669188,0.522273,-0.937215,0.427711,-0.257155,0.421613,0.576702,-0.004941,0.783645,0.62435,-0.415039,0.857822,-0.543588,-0.492934,-0.243626,-0.612193,-0.397304,0.649875,0.407789,0.906727,0.31991,0.91033,0.193579,-0.58591,-0.865855,-0.129875,-0.180927,-0.949256,-0.541501,0.67448,0.320797,-0.366071,-0.006398,0.657589,-0.982368,0.336526,0.083431,-0.072829,0.391937,-0.526862,-0.172427,0.955413,0.454894,0.456217,0.340968,0.035008,0.545441,-0.629005,0.136358,0.755909,-0.759098,0.140561,0.37014,-0.96956,0.073046,0.312347,0.440561,-0.772963,0.358225,0.932374,0.648261,-0.905989,0.902885,0.019003,-0.53749,-0.946208,-0.188414,0.189992,0.037738,0.486286,-0.040134,-0.392642,0.449407,-0.962534,0.465695,-0.294537,0.665113,0.062151,0.392707,0.321816,0.557415,0.125132,-0.625214,-0.564151,-0.521586,-0.067666,-0.481539,0.271336,-0.635608,0.835991,0.497333,-0.347351,-0.022921,0.424656,0.748005,0.041802,-0.738003,-0.690461,-0.571361,0.012825,-0.754051,0.367469,0.238388,0.448352,-0.185972,0.84327,-0.8431,0.410524,-0.724538,-0.950062,-0.279087,0.856751
vec-779,-0.314266,0.841227,-0.071968,0.60834,-0.941305,0.885699,-0.533579,0.771295,0.387932,-0.894103,-0.196079,-0.48737,-0.134923,0.557255,-0.046795,0.737714,0.536824,-0.293062,-0.208918,-0.977079,0.86867,-0.954465,-0.511166,-0.074179,0.665949,-0.649324,-0.174169,-0.241799,0.158686,0.878367,0.961345,0.165353,-0.386932,-0.640326,0.285975,-0.168297,0.107895,-0.425166,0.190085,0.061042,-0.416211,-0.977626,-0.368022,0.299076,0.969775,-0.074891,-0.087659,0.334898,-0.334683,0.245999,-0.649944,0.316802,0.590588,-0.821829,0.166501,-0.761657,0.206928,0.975137,-0.189315,0.292258,0.079069,-0.000192,0.252255,-0.114006,0.465783,0.170715,-0.701702,-0.916391,0.755919,0.091212,-0.483725,-0.804878,0.121694,0.789774,-0.459829,0.656565,0.768433,0.958004,-0.237928,-0.156891,-0.676968,0.13715,0.503044,-0.275093,0.019542,-0.731566,0.061629,0.813342,0.636687,0.332422,-0.034755,0.451866,-0.294904,0.518113,-0.088147,0.511482,-0.454423,0.672839,0.917949,-0.336007,0.002511,-0.731085,-0.465452,0.863817,-0.780215,-0.332218,-0.057091,-0.897875,0.073771,-0.80605,0.09665,0.489437,-0.63632,-0.657691,-0.516035,-0.859751,-0.056621,-0.312925,0.285796,0.868667,-0.547594,0.109197,-0.008723,0.85906,0.416932,0.320717,-0.131178,0.565794
vec-780,0.277533,0.91242,-0.402744,-0.816542,0.535372,0.974818,-0.040064,-0.898316,-0.144855,-0.568283,0.664388,-0.171131,-0.982511,0.001242,0.34842,0.942031,0.690391,-0.216107,-0.202588,0.725002,-0.526143,-0.378142,0.244059,-0.262998,0.785404,-0.712751,-0.442052,0.367364,0.781608,0.545577,-0.115101,-0.625369,-0.561916,0.939426,-0.237728,0.143175,-0.144796,0.339697,-0.182898,-0.309983,0.199696,-0.661585,0.570437,-0.173346,0.628626,-0.382171,-0.610087,-0.680333,-0.764301,-0.896729,-0.7793,0.451899,0.994996,-0.151083,0.075698,-0.941717,-0.132275,0.636397,0.651475,0.0426,-0.97872,0.484953,-0.515882,0.234094,-0.564799,-0.698373,-0.395582,0.559518,0.409582,0.866875,0.760931,0.142383,0.021182,0.43409,-0.495057,0.576905,-0.917518,0.054824,0.868596,-0.436501,-0.634293,0.080162,0.869845,-0.635143,0.674,0.704531,0.51046,-0.500317,-0.63434,0.466653,-0.577265,-0.355695,-0.232295,0.460969,-0.75325,0.425081,-0.882856,0.624587,-0.587528,-0.924772,0.975596,0.362265,0.089878,-0.986246,0.906511,0.866263,0.20693,0.216868,-0.155826,0.169742,-0.543763,0.507893,0.497438,0.70418,-0.905907,0.376827,-0.675965,0.012906,-0.318994,0.920139,0.225888,-0.911254,0.288962,-0.160753,0.44956,0.616658,0.871821,0.945166
vec-781,-0.204818,0.576056,0.727813,0.277685,-0.525286,-0.724092,0.059951,-0.120301,0.825828,0.016016,-0.207754,0.936285,0.118421,0.769182,0.167151,-0.821578,0.726355,0.766996,-0.128151,-0.619539,0.563813,-0.482457,-0.949556,-0.798622,-0.053955,0.329715,0.091167,0.215251,-0.81814,-0.170903,-0.75019,0.166429,0.151173,0.022744,0.144108,0.837476,-0.565969,-0.41107,0.721888,0.720173,-0.545536,-0.346421,-0.928612,-0.797161,0.060388,0.255557,-0.598757,0.876277,-0.682472,0.485444,0.321152,0.617121,0.923195,-0.686932,-0.842125,0.803483,-0.067198,-0.544357,-0.419179,0.65367,-0.716477,0.952838,0.232251,0.954782,-0.439569,-0.966568,0.383846,-0.794314,0.268818,-0.407681,-0.574298,-0.203559,0.002332,-0.307928,-0.866776,0.64319,-0.96155,-0.518675,-0.133233,-0.913933,-0.758947,0.260832,-0.302335,-0.192408,0.956277,0.076773,0.788943,-0.02732,-0.091349,-0.137912,-0.44761,0.81062,0.197768,-0.899039,0.717109,0.666696,-0.253138,0.558735,-0.417835,0.201337,0.479437,0.729995,0.249314,0.018122,0.759355,0.874048,0.35549,0.06896,-0.680546,-0.700402,-0.853819,-0.954461,0.959138,-0.733173,0.911959,-0.52938,-0.754702,0.163155,-0.222703,-0.602989,0.391799,-0.467281,0.862764,-0.47472,0.566078,-0.368928,-0.964068,0.127505
vec-782,-0.421452,-0.797329,0.552366,0.070641,0.097728,-0.482186,0.25322,0.359209,0.326104,-0.627369,-0.867947,-0.475848,-0.683329,-0.064715,-0.052646,-0.80974,0.658691,-0.997519,-0.671805,-0.767123,-0.79495,-0.877294,0.019964,-0.763163,0.168741,0.375838,-0.275625,-0.935869,-0.971702,0.822329,0.472563,-0.13406,0.520798,0.42148,-0.35897,0.634438,0.465695,-0.602142,-0.447858,-0.055341,0.908875,0.474595,0.887128,-0.757361,0.969582,-0.040569,-0.119171,-0.205824,-0.636985,-0.869866,-0.937457,-0.149146,0.030021,0.007107,-0.603344,-0.172231,-0.623102,-0.200633,-0.850869,0.051798,-0.377895,-0.193745,-0.68919,-0.912878,0.281786,0.179926,0.440075,0.987,-0.073319,-0.361465,-0.408477,-0.7064,-0.945612,0.155472,0.327675,-0.050426,-0.556755,-0.168744,0.81581,0.003074,-0.094283,-0.447491,-0.065645,-0.189742,0.185872,-0.51509,-0.937395,0.262407,-0.684416,-0.391154,-0.947467,0.884458,-0.726473,-0.843861,0.807167,0.739684,0.653467,0.354722,-0.883583,0.407026,-0.094814,0.793058,-0.531067,0.604706,0.794012,0.113017,-0.255983,-0.694129,-0.394672,0.627036,0.142978,0.363154,-0.975243,-0.024022,-0.882944,-0.018922,0.680946,0.434764,-0.277785,0.734124,-0.963627,0.123569,0.702298,-0.64221,-0.890288,-0.1878,0.540983,0.200796
vec-783,-0.434899,-0.194281,-0.001681,0.744386,-0.697428,0.014296,-0.592008,0.72083,0.513437,0.702239,-0.44528,0.622563,-0.796987,0.776542,0.779906,-0.482514,-0.340112,-0.574756,-0.592145,-0.499767,0.000358,0.936982,-0.435195,-0.566352,-0.066812,-0.864969,0.696568,0.285123,-0.698041,-0.785936,-0.71737,-0.473971,0.044386,-0.38418,0.055254,-0.123409,-0.618358,-0.706065,0.5298,0.218863,0.561516,-0.705894,0.467375,-0.446595,0.870792,0.598277,0.22913,0.425182,0.12439,-0.077864,0.153121,-0.613388,0.903663,-0.777834,-0.548971,-0.5749,-0.265817,-0.38689,-0.488074,0.588436,-0.299306,0.249554,-0.192043,0.290965,0.728882,-0.16635,-0.473797,0.092475,-0.554215,0.165181,0.474032,-0.603566,-0.794947,-0.16519,-0.811209,-0.320733,0.101684,0.856228,-0.179519,0.246267,-0.821496,-0.410515,0.814375,-0.015869,0.979954,-0.905838,0.033077,-0.369861,0.678404,-0.881116,0.569677,0.341859,0.70006,-0.455082,0.728835,0.916986,0.071393,-0.079954,-0.860758,-0.597876,0.963131,-0.501505,0.304997,0.477366,0.677639,0.710504,-0.201508,0.687289,0.389141,-0.631051,-0.225208,0.687441,0.471347,0.228093,0.859333,-0.783315,0.757082,0.659603,-0.167388,0.956368,0.333525,0.862444,-0.529577,0.368153,-0.815894,0.27724,-0.785431,0.31357
vec-784,0.278997,0.753667,-0.606313,0.148305,-0.183511,0.008695,-0.642001,-0.166024,-0.0103,0.051401,-0.04404,0.131818,-0.75744,0.383306,0.104812,0.907352,-0.223438,0.300116,0.612638,-0.141952,0.691142,-0.956327,-0.650374,-0.398951,0.346354,0.755095,0.112424,-0.280585,-0.904647,-0.998028,0.003431,-0.817766,-0.280939,0.060511,-0.154458,0.340997,-0.796177,0.578639,0.834895,0.844108,-0.664465,0.776072,0.358389,0.441632,-0.290761,-0.053662,0.254975,-0.605929,0.577393,0.202037,-0.91315,0.263422,-0.89213,-0.093873,-0.438891,-0.340761,0.269385,0.874322,0.54091,-0.644751,-0.571797,-0.917342,0.836489,0.18552,0.200409,-0.879783,0.715854,-0.996087,0.594598,-0.025272,0.607087,0.710085,-0.976854,0.651759,-0.291132,-0.337664,0.228392,0.161007,0.533413,-0.347306,-0.054772,0.429416,-0.570859,-0.680087,0.297145,0.963824,-0.454213,0.038262,-0.721367,0.220198,0.318978,0.873819,0.935801,-0.973134,0.516681,-0.436828,-0.766622,0.849582,0.478378,0.761677,0.827146,0.894796,0.491898,-0.330889,-0.873098,-0.255355,0.621598,0.945064,-0.119658,-0.096108,-0.624895,0.8488,0.282042,-0.041896,0.144264,0.63147,-0.456282,-0.362989,-0.576958,-0.456472,-0.813508,-0.937387,-0.5688,-0.191766,0.68675,0.083823,0.799138,0.959664
vec-785,0.243698,0.99462,0.375564,0.332128,0.532551,0.531946,-0.489295,0.390032,-0.86794,-0.255624,0.253328,-0.569023,0.453879,-0.665619,-0.001455,-0.681554,-0.500819,0.834989,0.724416,-0.681147,0.562072,-0.085663,-0.790905,0.031663,-0.047939,0.507161,-0.244582,0.45992,-0.649798,-0.334343,-0.323349,0.574829,-0.597247,0.874549,0.889713,0.589664,0.21797,-0.224889,-0.770913,-0.618865,0.678799,0.752699,-0.02505,-0.279505,-0.752442,0.594437,0.057615,-0.903644,0.273354,0.369333,-0.086035,-0.819009,-0.830441,0.702336,-0.061844,-0.452308,-0.314345,-0.650072,-0.705606,-0.115413,-0.509048,-0.96082,-0.493428,-0.778108,0.939713,-0.764715,-0.729233,-0.438585,-0.808599,-0.425558,-0.193352,0.224346,0.448811,-0.142216,-0.816902,0.670307,-0.969791,0.387509,-0.145702,-0.170093,-0.829727,0.44828,-0.419701,-0.74126,0.032746,-0.324967,0.606121,-0.386341,0.549435,-0.810558,0.751748,0.21306,-0.687805,0.616556,-0.272708,-0.257269,-0.798589,-0.840769,0.63596,0.570267,0.076279,-0.08448,0.185622,-0.8364,-0.592253,0.263577,0.276956,-0.198847,0.007353,-0.205498,0.371022,0.555052,-0.628539,0.560466,0.703128,0.232884,-0.596993,-0.276944,-0.11558,-0.05432,0.772217,-0.85703,0.890873,-0.743883,0.200656,-0.026022,-0.905694,-0.869756
vec-786,-0.050379,-0.747743,0.195952,-0.221942,-0.602025,-0.398816,0.846152,-0.596734,0.461169,0.964496,-0.943418,-0.836888,0.091369,-0.94218,0.909,0.437561,0.76524,-0.233362,-0.527529,-0.851107,-0.330967,-0.339361,-0.743321,0.54421,-0.668817,-0.635263,0.149662,0.687898,-0.157274,-0.673093,0.195748,-0.764603,-0.334235,0.699291,-0.143437,0.713551,-0.988869,0.638643,-0.823539,-0.277026,-0.0781,-0.645793,0.046486,0.776742,0.180655,0.828905,-0.66862,-0.116705,0.497074,-0.719155,0.473502,0.729657,0.473986,0.672614,0.618317,0.385219,0.920903,-0.700652,0.288402,-0.004243,0.821165,-0.839898,-0.506846,0.856245,-0.693187,0.840531,-0.233444,-0.558493,0.247626,-0.538859,-0.844644,0.951472,-0.34212,-0.189046,-0.893312,-0.520232,0.077839,-0.422336,-0.019876,-0.923843,0.681624,-0.373849,0.058446,0.323141,0.476655,-0.512323,-0.296551,-0.135798,-0.312906,-0.903219,0.910713,-0.290341,-0.183069,-0.832485,0.876557,-0.24909,0.110495,-0.577323,-0.462259,-0.563366,0.34304,-0.4067,-0.637106,0.620347,0.914058,0.035492,0.662499,0.471594,-0.669471,0.868127,-0.283215,0.487299,0.395239,0.730295,-0.396061,-0.572739,0.377564,-0.841859,-0.453282,0.715661,0.63074,0.017215,0.156571,-0.543942,0.678534,-0.14676,-0.042114,-0.277401
vec-787,-0.452532,-0.84625,0.425072,-0.207728,-0.744639,-0.667111,0.427771,0.786902,-0.623723,0.219303,-0.552739,-0.869725,0.60321,-0.984122,-0.916719,0.519147,-0.057314,0.879546,0.459589,-0.23415,-0.797212,-0.947421,-0.634741,-0.669082,0.05803,0.965915,-0.088367,-0.104725,0.948082,-0.21488,0.390967,-0.180418,0.787388,-0.7276,-0.832938,-0.628676,0.042069,0.806361,-0.708635,-0.996115,0.310627,-0.846501,0.808989,0.361315,0.760007,0.646112,-0.077071,-0.799307,-0.258448,-0.608651,0.095078,0.145249,0.828349,0.660006,0.540175,-0.459016,-0.176901,-0.895342,0.833781,0.494742,0.013502,0.315339,0.161038,-0.953777,-0.539992,-0.479727,0.193566,-0.263346,0.407142,-0.049278,0.91075,-0.225205,-0.252132,0.433905,-0.94231,-0.522676,-0.205275,0.080598,0.348609,0.244492,0.31302,-0.785266,0.397002,0.696217,-0.32488,0.103308,0.791751,-0.728066,0.520292,0.7266,0.324724,-0.861613,-0.07689,-0.049286,-0.32235,-0.019291,-0.362041,0.551236,0.014522,0.209033,0.188561,0.941913,-0.528937,0.651016,0.11781,0.675546,0.890756,-0.721726,-0.444689,-0.410928,-0.783647,-0.042036,-0.734473,0.283306,0.006761,-0.863777,0.453922,0.75973,-0.461627,0.830949,-0.545406,0.855619,-0.074767,-0.7473,-0.102096,-0.425331,-0.71096,-0.21738
